0	0
8e-06	0
1.3e-05	0.001
2.1e-05	0.001
2.6e-05	0.002
3.4e-05	0.002
3.9e-05	0.003
4.7e-05	0.003
5.2e-05	0.004
6e-05	0.004
6.5e-05	0.005
7.3e-05	0.005
7.8e-05	0.006
8.6e-05	0.006
9.1e-05	0.007
9.9e-05	0.007
0.000104	0.008
0.000112	0.008
0.000117	0.009
0.000125	0.009
0.00013	0.01
0.000138	0.01
0.000143	0.011
0.000151	0.011
0.000156	0.012
0.000164	0.012
0.000169	0.013
0.000177	0.013
0.000182	0.014
0.00019	0.014
0.000195	0.015
0.000203	0.015
0.000208	0.016
0.000216	0.016
0.000221	0.017
0.000229	0.017
0.000234	0.018
0.000242	0.018
0.000247	0.019
0.000255	0.019
0.00026	0.02
0.000268	0.02
0.000273	0.021
0.000281	0.021
0.000286	0.022
0.000294	0.022
0.000299	0.023
0.000307	0.023
0.000312	0.024
0.00032	0.024
0.000325	0.025
0.000333	0.025
0.000338	0.026
0.000346	0.026
0.000351	0.027
0.000359	0.027
0.000364	0.028
0.000372	0.028
0.000377	0.029
0.000385	0.029
0.00039	0.03
0.000398	0.03
0.000403	0.031
0.000411	0.031
0.000416	0.032
0.000424	0.032
0.000429	0.033
0.000437	0.033
0.000442	0.034
0.00045	0.034
0.000455	0.035
0.000463	0.035
0.000468	0.036
0.000476	0.036
0.000481	0.037
0.000489	0.037
0.000494	0.038
0.000502	0.038
0.000507	0.039
0.000515	0.039
0.00052	0.04
0.000528	0.04
0.000533	0.041
0.000541	0.041
0.000546	0.042
0.000554	0.042
0.000559	0.043
0.000567	0.043
0.000572	0.044
0.00058	0.044
0.000585	0.045
0.000593	0.045
0.000598	0.046
0.000606	0.046
0.000611	0.047
0.000619	0.047
0.000624	0.048
0.000632	0.048
0.000637	0.049
0.000645	0.049
0.00065	0.05
0.000658	0.05
0.000663	0.051
0.000671	0.051
0.000676	0.052
0.000684	0.052
0.000689	0.053
0.000697	0.053
0.000702	0.054
0.00071	0.054
0.000715	0.055
0.000723	0.055
0.000728	0.056
0.000736	0.056
0.000741	0.057
0.000749	0.057
0.000754	0.058
0.000762	0.058
0.000767	0.059
0.000775	0.059
0.00078	0.06
0.000788	0.06
0.000793	0.061
0.000801	0.061
0.000806	0.062
0.000814	0.062
0.000819	0.063
0.000827	0.063
0.000832	0.064
0.00084	0.064
0.000845	0.065
0.000853	0.065
0.000858	0.066
0.000866	0.066
0.000871	0.067
0.000879	0.067
0.000884	0.068
0.000892	0.068
0.000897	0.069
0.000905	0.069
0.00091	0.07
0.000918	0.07
0.000923	0.071
0.000931	0.071
0.000936	0.072
0.000944	0.072
0.000949	0.073
0.000957	0.073
0.000962	0.074
0.00097	0.074
0.000975	0.075
0.000983	0.075
0.000988	0.076
0.000996	0.076
0.001001	0.077
0.001009	0.077
0.001014	0.078
0.001022	0.078
0.001027	0.079
0.001035	0.079
0.00104	0.08
0.001048	0.08
0.001053	0.081
0.001061	0.081
0.001066	0.082
0.001074	0.082
0.001079	0.083
0.001087	0.083
0.001092	0.084
0.0011	0.084
0.001105	0.085
0.001113	0.085
0.001118	0.086
0.001126	0.086
0.001131	0.087
0.001139	0.087
0.001144	0.088
0.001152	0.088
0.001157	0.089
0.001165	0.089
0.00117	0.09
0.001178	0.09
0.001183	0.091
0.001191	0.091
0.001196	0.092
0.001204	0.092
0.001209	0.093
0.001217	0.093
0.001222	0.094
0.00123	0.094
0.001235	0.095
0.001243	0.095
0.001248	0.096
0.001256	0.096
0.001261	0.097
0.001269	0.097
0.001274	0.098
0.001282	0.098
0.001287	0.099
0.001295	0.099
0.0013	0.1
0.001308	0.1
0.001313	0.101
0.001321	0.101
0.001326	0.102
0.001334	0.102
0.001339	0.103
0.001347	0.103
0.001352	0.104
0.00136	0.104
0.001365	0.105
0.001373	0.105
0.001378	0.106
0.001386	0.106
0.001391	0.107
0.001399	0.107
0.001404	0.108
0.001412	0.108
0.001417	0.109
0.001425	0.109
0.00143	0.11
0.001438	0.11
0.001443	0.111
0.001451	0.111
0.001456	0.112
0.001464	0.112
0.001469	0.113
0.001477	0.113
0.001482	0.114
0.00149	0.114
0.001495	0.115
0.001503	0.115
0.001508	0.116
0.001516	0.116
0.001521	0.117
0.001529	0.117
0.001534	0.118
0.001542	0.118
0.001547	0.119
0.001555	0.119
0.00156	0.12
0.001568	0.12
0.001573	0.121
0.001581	0.121
0.001586	0.122
0.001594	0.122
0.001599	0.123
0.001607	0.123
0.001612	0.124
0.00162	0.124
0.001625	0.125
0.001633	0.125
0.001638	0.126
0.001646	0.126
0.001651	0.127
0.001659	0.127
0.001664	0.128
0.001672	0.128
0.001677	0.129
0.001685	0.129
0.00169	0.13
0.001698	0.13
0.001703	0.131
0.001711	0.131
0.001716	0.132
0.001724	0.132
0.001729	0.133
0.001737	0.133
0.001742	0.134
0.00175	0.134
0.001755	0.135
0.001763	0.135
0.001768	0.136
0.001776	0.136
0.001781	0.137
0.001789	0.137
0.001794	0.138
0.001802	0.138
0.001807	0.139
0.001815	0.139
0.00182	0.14
0.001828	0.14
0.001833	0.141
0.001841	0.141
0.001846	0.142
0.001854	0.142
0.001859	0.143
0.001867	0.143
0.001872	0.144
0.00188	0.144
0.001885	0.145
0.001893	0.145
0.001898	0.146
0.001906	0.146
0.001911	0.147
0.001919	0.147
0.001924	0.148
0.001932	0.148
0.001937	0.149
0.001945	0.149
0.00195	0.15
0.001958	0.15
0.001963	0.151
0.001971	0.151
0.001976	0.152
0.001984	0.152
0.001989	0.153
0.001997	0.153
0.002002	0.154
0.00201	0.154
0.002015	0.155
0.002023	0.155
0.002028	0.156
0.002036	0.156
0.002041	0.157
0.002049	0.157
0.002054	0.158
0.002062	0.158
0.002067	0.159
0.002075	0.159
0.00208	0.16
0.002088	0.16
0.002093	0.161
0.002101	0.161
0.002106	0.162
0.002114	0.162
0.002119	0.163
0.002127	0.163
0.002132	0.164
0.00214	0.164
0.002145	0.165
0.002153	0.165
0.002158	0.166
0.002166	0.166
0.002171	0.167
0.002179	0.167
0.002184	0.168
0.002192	0.168
0.002197	0.169
0.002205	0.169
0.00221	0.17
0.002218	0.17
0.002223	0.171
0.002231	0.171
0.002236	0.172
0.002244	0.172
0.002249	0.173
0.002257	0.173
0.002262	0.174
0.00227	0.174
0.002275	0.175
0.002283	0.175
0.002288	0.176
0.002296	0.176
0.002301	0.177
0.002309	0.177
0.002314	0.178
0.002322	0.178
0.002327	0.179
0.002335	0.179
0.00234	0.18
0.002348	0.18
0.002353	0.181
0.002361	0.181
0.002366	0.182
0.002374	0.182
0.002379	0.183
0.002387	0.183
0.002392	0.184
0.0024	0.184
0.002405	0.185
0.002413	0.185
0.002418	0.186
0.002426	0.186
0.002431	0.187
0.002439	0.187
0.002444	0.188
0.002452	0.188
0.002457	0.189
0.002465	0.189
0.00247	0.19
0.002478	0.19
0.002483	0.191
0.002491	0.191
0.002496	0.192
0.002504	0.192
0.002509	0.193
0.002517	0.193
0.002522	0.194
0.00253	0.194
0.002535	0.195
0.002543	0.195
0.002548	0.196
0.002556	0.196
0.002561	0.197
0.002569	0.197
0.002574	0.198
0.002582	0.198
0.002587	0.199
0.002595	0.199
0.0026	0.2
0.002608	0.2
0.002613	0.201
0.002621	0.201
0.002626	0.202
0.002634	0.202
0.002639	0.203
0.002647	0.203
0.002652	0.204
0.00266	0.204
0.002665	0.205
0.002673	0.205
0.002678	0.206
0.002686	0.206
0.002691	0.207
0.002699	0.207
0.002704	0.208
0.002712	0.208
0.002717	0.209
0.002725	0.209
0.00273	0.21
0.002738	0.21
0.002743	0.211
0.002751	0.211
0.002756	0.212
0.002764	0.212
0.002769	0.213
0.002777	0.213
0.002782	0.214
0.00279	0.214
0.002795	0.215
0.002803	0.215
0.002808	0.216
0.002816	0.216
0.002821	0.217
0.002829	0.217
0.002834	0.218
0.002842	0.218
0.002847	0.219
0.002855	0.219
0.00286	0.22
0.002868	0.22
0.002873	0.221
0.002881	0.221
0.002886	0.222
0.002894	0.222
0.002899	0.223
0.002907	0.223
0.002912	0.224
0.00292	0.224
0.002925	0.225
0.002933	0.225
0.002938	0.226
0.002946	0.226
0.002951	0.227
0.002959	0.227
0.002964	0.228
0.002972	0.228
0.002977	0.229
0.002985	0.229
0.00299	0.23
0.002998	0.23
0.003003	0.231
0.003011	0.231
0.003016	0.232
0.003024	0.232
0.003029	0.233
0.003037	0.233
0.003042	0.234
0.00305	0.234
0.003055	0.235
0.003063	0.235
0.003068	0.236
0.003076	0.236
0.003081	0.237
0.003089	0.237
0.003094	0.238
0.003102	0.238
0.003107	0.239
0.003115	0.239
0.00312	0.24
0.003128	0.24
0.003133	0.241
0.003141	0.241
0.003146	0.242
0.003154	0.242
0.003159	0.243
0.003167	0.243
0.003172	0.244
0.00318	0.244
0.003185	0.245
0.003193	0.245
0.003198	0.246
0.003206	0.246
0.003211	0.247
0.003219	0.247
0.003224	0.248
0.003232	0.248
0.003237	0.249
0.003245	0.249
0.00325	0.25
0.003258	0.25
0.003263	0.251
0.003271	0.251
0.003276	0.252
0.003284	0.252
0.003289	0.253
0.003297	0.253
0.003302	0.254
0.00331	0.254
0.003315	0.255
0.003323	0.255
0.003328	0.256
0.003336	0.256
0.003341	0.257
0.003349	0.257
0.003354	0.258
0.003362	0.258
0.003367	0.259
0.003375	0.259
0.00338	0.26
0.003388	0.26
0.003393	0.261
0.003401	0.261
0.003406	0.262
0.003414	0.262
0.003419	0.263
0.003427	0.263
0.003432	0.264
0.00344	0.264
0.003445	0.265
0.003453	0.265
0.003458	0.266
0.003466	0.266
0.003471	0.267
0.003479	0.267
0.003484	0.268
0.003492	0.268
0.003497	0.269
0.003505	0.269
0.00351	0.27
0.003518	0.27
0.003523	0.271
0.003531	0.271
0.003536	0.272
0.003544	0.272
0.003549	0.273
0.003557	0.273
0.003562	0.274
0.00357	0.274
0.003575	0.275
0.003583	0.275
0.003588	0.276
0.003596	0.276
0.003601	0.277
0.003609	0.277
0.003614	0.278
0.003622	0.278
0.003627	0.279
0.003635	0.279
0.00364	0.28
0.003648	0.28
0.003653	0.281
0.003661	0.281
0.003666	0.282
0.003674	0.282
0.003679	0.283
0.003687	0.283
0.003692	0.284
0.0037	0.284
0.003705	0.285
0.003713	0.285
0.003718	0.286
0.003726	0.286
0.003731	0.287
0.003739	0.287
0.003744	0.288
0.003752	0.288
0.003757	0.289
0.003765	0.289
0.00377	0.29
0.003778	0.29
0.003783	0.291
0.003791	0.291
0.003796	0.292
0.003804	0.292
0.003809	0.293
0.003817	0.293
0.003822	0.294
0.00383	0.294
0.003835	0.295
0.003843	0.295
0.003848	0.296
0.003856	0.296
0.003861	0.297
